report_date,assigned_unid,fund_name,initial_investment_date,commitment,contributions,unfunded_commitment,current_market_value,distributions,total_value,tvpi,net_benefit,irr,strategy,,,,,,,,,,,,,,
9/30/2016,ex23ougsr6pxa830eqzk,"Roark Capital Partners IV, L.P.",7/1/2016,175000000,23481750,151518250,21233686,0,21233686,0.900,-2248063,-0.52840,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
12/31/2016,ex23ougsr6pxa830eqzk,"Roark Capital Partners IV, L.P.",7/1/2016,175000000,67875823,107124177,64614445,0,64614445,1.000,-3261379,-0.10020,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
3/31/2017,ex23ougsr6pxa830eqzk,"Roark Capital Partners IV, L.P.",7/1/2016,175000000,67875823,107124177,63764206,0,63764206,0.900,-4111618,-0.09270,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
6/30/2017,ex23ougsr6pxa830eqzk,"Roark Capital Partners IV, L.P.",7/1/2016,175000000,103489793,71510207,101919739,0,101919739,1.000,-1570054,-0.02880,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
9/30/2017,ex23ougsr6pxa830eqzk,"Roark Capital Partners IV, L.P.",7/1/2016,175000000,118051942,57809787,114742637,861729,115604365,1.000,-2447577,-0.03010,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
12/31/2017,ex23ougsr6pxa830eqzk,"Roark Capital Partners IV, L.P.",7/1/2016,175000000,139543887,37859882,141079182,2403769,143482952,1.000,3939064,0.03440,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
3/31/2018,ex23ougsr6pxa830eqzk,"Roark Capital Partners IV, L.P.",7/1/2016,175000000,141992861,35410909,142670807,2403769,145074576,1.000,3081716,0.02070,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
6/30/2018,ex23ougsr6pxa830eqzk,"Roark Capital Partners IV, L.P.",7/1/2016,175000000,142275163,35128606,154567092,2403769,156970861,1.100,14695698,0.07870,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
9/30/2018,ex23ougsr6pxa830eqzk,"Roark Capital Partners IV, L.P.",7/1/2016,175000000,142813251,35279646,154513271,3092897,157606168,1.100,14792917,0.06610,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
12/31/2018,ex23ougsr6pxa830eqzk,"Roark Capital Partners IV, L.P.",7/1/2016,175000000,143331613,36598129,145937686,4929741,150867428,1.100,7535815,0.02930,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
3/31/2019,ex23ougsr6pxa830eqzk,"Roark Capital Partners IV, L.P.",7/1/2016,175000000,144589701,35340040,146631892,4929741,151561633,1.000,6971932,0.02390,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
6/30/2019,ex23ougsr6pxa830eqzk,"Roark Capital Partners IV, L.P.",7/1/2016,175000000,147728945,32200796,150061322,4929741,154991063,1.000,7262118,0.02210,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
9/30/2019,ex23ougsr6pxa830eqzk,"Roark Capital Partners IV, L.P.",7/1/2016,175000000,147728945,33273747,150054999,6002692,156057691,1.100,8328746,0.02280,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
12/31/2019,ex23ougsr6pxa830eqzk,"Roark Capital Partners IV, L.P.",7/1/2016,175000000,148792034,33440469,151265406,7232503,158497909,1.100,9705875,0.02400,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
03/31/2020,ex23ougsr6pxa830eqzk,"Roark Capital Partners IV, L.P.",7/1/2016,175000000,148996321,35699287,149219516,9491321,158710837,1.100,9714515,0.02210,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
06/30/2020,ex23ougsr6pxa830eqzk,"Roark Capital Partners IV, L.P.",7/1/2016,175000000,150548259,34147349,143970944,9491321,153462264,1.000,2914005,0.00620,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
09/30/2020,ex23ougsr6pxa830eqzk,"Roark Capital Partners IV, L.P.",7/1/2016,175000000,151221833,33473775,142206579,9491321,151697900,1.000,476067,0.00090,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
12/31/2020,ex23ougsr6pxa830eqzk,"Roark Capital Partners IV, L.P.",7/1/2016,175000000,151687865,34031307,167361940,10514884,177876825,1.200,26188959,0.04570,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
3/31/2021,ex23ougsr6pxa830eqzk,"Roark Capital Partners IV, L.P.",7/1/2016,175000000,152214868,33504304,168549993,10514884,179064877,1.200,26850009,0.04390,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
06/30/2021,ex23ougsr6pxa830eqzk,"Roark Capital Partners IV, L.P.",7/1/2016,175000000,152473286,34366152,197503413,11784198,209287611,1.400,56814325,0.08170,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
3/31/2016,f0hx32ntdvxi8ezsuj1x,"TPG Growth III, L.P.",5/6/2015,300000000,32136303,267863697,19927100,0,19927100,0.600,-12209203,-0.70130,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
6/30/2016,f0hx32ntdvxi8ezsuj1x,"TPG Growth III, L.P.",5/6/2015,300000000,50618051,249381949,43171180,0,43171180,0.900,-7446871,-0.22920,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
9/30/2016,f0hx32ntdvxi8ezsuj1x,"TPG Growth III, L.P.",5/6/2015,300000000,71312889,228687111,68701769,0,68701769,1.000,-2611120,-0.06160,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
12/31/2016,f0hx32ntdvxi8ezsuj1x,"TPG Growth III, L.P.",5/6/2015,300000000,92737312,228781616,70727403,27001292,97728695,1.100,4991383,0.09880,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
3/31/2017,f0hx32ntdvxi8ezsuj1x,"TPG Growth III, L.P.",5/6/2015,300000000,109551111,211967817,94315366,27001292,121316658,1.100,11765547,0.17510,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
6/30/2017,f0hx32ntdvxi8ezsuj1x,"TPG Growth III, L.P.",5/6/2015,300000000,156653857,165324237,141691919,27714920,169406839,1.100,12752982,0.13600,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2017,f0hx32ntdvxi8ezsuj1x,"TPG Growth III, L.P.",5/6/2015,300000000,182946004,139078418,168172411,28193736,196366147,1.100,13420143,0.10310,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2017,f0hx32ntdvxi8ezsuj1x,"TPG Growth III, L.P.",5/6/2015,300000000,187029747,139351125,173827132,39572946,213400078,1.100,26370331,0.15300,Growth Equity,,,,,,,,,,,,,,
3/31/2018,f0hx32ntdvxi8ezsuj1x,"TPG Growth III, L.P.",5/6/2015,300000000,217924127,108456745,226479854,40588742,267068596,1.200,49144469,0.22430,Growth Equity,,,,,,,,,,,,,,
6/30/2018,f0hx32ntdvxi8ezsuj1x,"TPG Growth III, L.P.",5/6/2015,300000000,249403307,87786728,271444690,55557563,327002253,1.300,77598946,0.27640,Growth Equity,,,,,,,,,,,,,,
9/30/2018,f0hx32ntdvxi8ezsuj1x,"TPG Growth III, L.P.",5/6/2015,300000000,261686175,94221542,248750119,103901671,352651790,1.300,90965615,0.26770,Growth Equity,,,,,,,,,,,,,,
12/31/2018,f0hx32ntdvxi8ezsuj1x,"TPG Growth III, L.P.",5/6/2015,300000000,267026304,89642536,222926812,128186311,351113123,1.300,84086819,0.21960,Growth Equity,,,,,,,,,,,,,,
3/31/2019,f0hx32ntdvxi8ezsuj1x,"TPG Growth III, L.P.",5/6/2015,300000000,274796512,81872328,245568207,128186311,373754518,1.400,98958006,0.22630,Growth Equity,,,,,,,,,,,,,,
6/30/2019,f0hx32ntdvxi8ezsuj1x,"TPG Growth III, L.P.",5/6/2015,300000000,279851031,77931367,237382545,148800412,386182957,1.400,106331926,0.21680,Growth Equity,,,,,,,,,,,,,,
9/30/2019,f0hx32ntdvxi8ezsuj1x,"TPG Growth III, L.P.",5/6/2015,300000000,281996512,76306598,249033581,152642506,401676087,1.400,119679575,0.21890,Growth Equity,,,,,,,,,,,,,,
